유형 ,시도 ,시군 ,단지명 ,조성상태 ,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
일반,경남,창원시 마산합포구,진전평암,완료,81 ,80 ,56 ,56 ,56 ,0 ,100 ,1 ,1 
일반,경남,창원시 마산합포구,진북,완료,875 ,873 ,540 ,540 ,540 ,0 ,100 ,78 ,78 
일반,경남,창원시 진해구,남양지구,완료,293 ,293 ,133 ,133 ,133 ,0 ,100 ,52 ,52 
일반,경남,창원시 진해구,마천,완료,611 ,611 ,479 ,479 ,479 ,0 ,100 ,114 ,114 
일반,경남,창원시 진해구,죽곡,완료,138 ,138 ,107 ,107 ,107 ,0 ,100 ,11 ,11 
일반,경남,창원시,창원,완료,478 ,477 ,232 ,232 ,232 ,0 ,100 ,60 ,60 
일반,경남,양산시,어곡제2,조성중,330 ,330 ,207 ,105 ,31 ,74 ,30 ,0 ,0 
일반,경남,김해시,나전2,조성중,122 ,122 ,78 ,78 ,47 ,31 ,60 ,0 ,0 
일반,경남,진주시,지수,완료,123 ,123 ,95 ,95 ,95 ,0 ,100 ,2 ,2 
일반,경남,김해시,오척,완료,149 ,149 ,100 ,100 ,100 ,0 ,100 ,21 ,21 
일반,경남,김해시,김해GoldenRoot(구 김해),완료,1519 ,1270 ,879 ,879 ,879 ,0 ,100 ,159 ,134 
일반,경남,거제시,모사,조성중,647 ,647 ,518 ,507 ,507 ,0 ,100 ,1 ,1 
일반,경남,창녕군,하리,조성중,222 ,222 ,155 ,0 ,0 ,0 ,0 ,1 ,1 
일반,경남,창원시,창곡,완료,64 ,64 ,36 ,36 ,36 ,0 ,100 ,7 ,7 
일반,경남,사천시,축동,조성중,248 ,248 ,158 ,0 ,0 ,0 ,0 ,5 ,5 
일반,경남,사천시,대동,조성중,103 ,103 ,71 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,장지,완료,292 ,292 ,177 ,177 ,177 ,0 ,100 ,1 ,1 
일반,경남,김해시,김해테크노밸리,완료,1644 ,1590 ,1068 ,1068 ,1068 ,0 ,100 ,388 ,388 
일반,경남,의령군,대의,조성중,291 ,291 ,163 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,서김해,완료,449 ,449 ,277 ,277 ,257 ,20 ,93 ,43 ,43 
일반,경남,의령군,정곡백곡,미개발,147 ,147 ,94 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,가산,완료,98 ,98 ,73 ,73 ,73 ,0 ,100 ,2 ,1 
일반,경남,김해시,이노비즈밸리,완료,212 ,212 ,135 ,135 ,135 ,0 ,100 ,3 ,3 
일반,경남,김해시,덕암2,조성중,42 ,42 ,22 ,12 ,12 ,0 ,100 ,0 ,0 
일반,경남,김해시,김해사이언스파크,조성중,850 ,850 ,468 ,114 ,114 ,0 ,100 ,0 ,0 
일반,경남,함안군,칠북영동,완료,258 ,258 ,162 ,162 ,162 ,0 ,100 ,6 ,3 
일반,경남,김해시,신천,완료,246 ,246 ,168 ,168 ,168 ,0 ,100 ,7 ,7 
일반,경남,함안군,사내,조성중,291 ,291 ,203 ,49 ,49 ,0 ,100 ,2 ,1 
일반,경남,사천시,종포,완료,368 ,367 ,264 ,264 ,264 ,0 ,100 ,12 ,10 
일반,경남,양산시,토정,조성중,309 ,309 ,156 ,3 ,0 ,3 ,0 ,0 ,0 
일반,경남,양산시,용당,완료,269 ,268 ,175 ,175 ,175 ,0 ,100 ,56 ,56 
일반,경남,함안군,가연,완료,37 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거제시,오비2,미개발,109 ,109 ,60 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시,동전,완료,499 ,499 ,238 ,238 ,203 ,35 ,85 ,75 ,75 
일반,경남,양산시,서창,완료,276 ,276 ,190 ,190 ,190 ,0 ,100 ,49 ,49 
일반,경남,김해시,병동,조성중,296 ,296 ,207 ,137 ,137 ,0 ,100 ,0 ,0 
일반,경남,창원시,안골,미개발,237 ,237 ,143 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거제시,덕곡,조성중,150 ,150 ,77 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,석계2,완료,999 ,969 ,444 ,444 ,444 ,0 ,100 ,150 ,150 
일반,경남,통영시,법송2,완료,87 ,87 ,50 ,50 ,50 ,0 ,100 ,0 ,0 
일반,경남,고성군,봉암동원,완료,299 ,299 ,183 ,183 ,135 ,48 ,74 ,1 ,1 
일반,경남,사천시,대진,조성중,248 ,248 ,150 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,화천,미개발,296 ,188 ,177 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,본산,미개발,59 ,59 ,38 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,밀양시,용전3,미개발,252 ,252 ,153 ,0 ,0 ,0 ,0 ,11 ,0 
일반,경남,창원시 진해구,죽곡2,미개발,251 ,251 ,137 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,칠원용산,조성중,189 ,189 ,127 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시 성산구,상복,완료,116 ,116 ,43 ,43 ,18 ,25 ,42 ,6 ,6 
일반,경남,진주시,진주(사봉),완료,810 ,810 ,354 ,354 ,354 ,0 ,100 ,72 ,72 
일반,경남,김해시,AM하이테크,완료,163 ,163 ,106 ,106 ,106 ,0 ,100 ,38 ,38 
일반,경남,김해시,이지(Eco-Zone),조성중,304 ,304 ,161 ,155 ,155 ,0 ,100 ,0 ,0 
일반,경남,사천시,향촌2,완료,69 ,68 ,44 ,44 ,0 ,44 ,0 ,0 ,0 
일반,경남,산청군,산청한방항노화,완료,159 ,159 ,95 ,95 ,0 ,95 ,0 ,0 ,0 
일반,경남,사천시,사천제1 (① + ②),완료,2356 ,2149 ,1639 ,1639 ,1634 ,5 ,100 ,52 ,47 
일반,경남,사천시,   사천제1 ①,완료,1860 ,1653 ,1143 ,1143 ,1143 ,0 ,100 ,35 ,30 
일반,경남,사천시,   사천(외국인) ②,완료,496 ,496 ,496 ,496 ,491 ,5 ,99 ,17 ,17 
일반,경남,사천시,사천제2,완료,1616 ,1362 ,801 ,801 ,801 ,0 ,100 ,19 ,17 
일반,경남,창녕군,영남,미개발,1410 ,1410 ,743 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,김해대동첨단,완료,2807 ,2807 ,1100 ,1100 ,1030 ,70 ,94 ,0 ,0 
일반,경남,양산시,가산,조성중,672 ,662 ,272 ,90 ,0 ,90 ,0 ,10 ,10 
일반,경남,함안군,부목2,미개발,134 ,134 ,70 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,양산[재생사업지구],완료,1845 ,1529 ,1272 ,1272 ,1272 ,0 ,100 ,113 ,113 
일반,경남,진주시,뿌리,완료,963 ,963 ,494 ,494 ,370 ,124 ,75 ,67 ,67 
일반,경남,함안군,함안(구 군북),완료,1780 ,1780 ,1218 ,1218 ,1218 ,0 ,100 ,97 ,97 
일반,경남,함안군,군북유현,미개발,73 ,75 ,49 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,용당(항공MRO),조성중,300 ,149 ,97 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창녕군,대성하이스코,조성중,72 ,72 ,54 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,고성군,이당,조성중,131 ,119 ,69 ,69 ,59 ,10 ,86 ,1 ,1 
일반,경남,창원시 마산회원구,평성,미개발,696 ,696 ,270 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시,덕산,미개발,250 ,250 ,143 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,군북,조성중,825 ,824 ,481 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,의령군,부림,조성중,352 ,352 ,184 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,하계,미개발,262 ,261 ,190 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,사천서부,미개발,314 ,313 ,183 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거창군,거창첨단,미개발,308 ,308 ,192 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,고성군,고성양촌·용정,조성중,1575 ,1575 ,959 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,양산주남일반산업단지,미개발,255 ,254 ,165 ,0 ,0 ,0 ,0 ,0 ,0 
